Der Büffel ist groß.	The buffalo is big.
Ein Büffel frisst Gras.	A buffalo eats grass.
Der Truthahn ist laut.	The turkey is loud.
Ich sehe einen Truthahn.	I see a turkey.
Der Frosch ist grün.	The frog is green.
Ein Frosch springt.	A frog jumps.
Der Adler fliegt hoch.	The eagle flies high.
Das ist ein Adler.	That is an eagle.
Wo ist der Radiergummi?	Where is the eraser?
Der Radiergummi ist klein.	The eraser is small.
Der Herrscher ist alt.	The ruler is old.
Das ist ein Herrscher.	That is a ruler.
Wir testen das Auto.	We are testing the car.
Sie wollen testen.	They want to test.
Er ist ein Arbeiter.	He is a worker.
Der Arbeiter ist hier.	The worker is here.
Siehe die Karte.	See the map.
Siehe die Seite zehn.	See page ten.
Zieh dich an, wir gehen jetzt.	Get dressed, we are going now.
Bitte zieh dich an.	Please get dressed.
Der Pinsel ist sehr klein.	The brush is very small.
Wo ist mein Pinsel?	Where is my brush?
Die Rückkehr erfolgt morgen.	The return happens tomorrow.
Wann ist die Rückkehr?	When is the return?
Geh ins Bett, es ist spät.	Go to bed, it is late.
Bitte geh ins Bett.	Please go to bed.
Welcher Wochentag ist heute?	Which weekday is today?
Montag ist ein Wochentag.	Monday is a weekday.
Der Berg ist verschneit.	The mountain is snowy.
Ein verschneiter Weg ist schön.	A snowy path is beautiful.
Der Regenbogen ist sehr bunt.	The rainbow is very colorful.
Siehst du den Regenbogen?	Do you see the rainbow?
Die Prognose ist heute schlecht.	The forecast is bad today.
Ich lese die Prognose.	I am reading the forecast.
Die Saison beginnt jetzt.	The season begins now.
Es ist eine neue Saison.	It is a new season.
Ein Einfrieren kann passieren.	A freezing can happen.
Das Einfrieren dauert lange.	The freezing takes a long time.
Der Shop ist klein.	The shop is small.
Ich suche den Shop.	I am looking for the shop.
Bitte speichern Sie das Dokument.	Please save the document.
Kann ich das speichern?	Can I save this?
Der Supermarkt ist voll.	The supermarket is full.
Wo ist der Supermarkt?	Where is the supermarket?
Das Einkaufszentrum ist groß.	The mall is big.
Wir gehen zum Einkaufszentrum.	We are going to the mall.
Ich möchte kein Geld ausgeben.	I do not want to spend money.
Wie viel wollen Sie ausgeben?	How much do you want to spend?
Der Trolley ist leer.	The trolley is empty.
Nehmen Sie einen Trolley.	Take a trolley.
Die Rückkehr ist morgen.	The return is tomorrow.
Die Stimmung ist gut.	The mood is good.
Ich mag diese Stimmung.	I like this mood.
Die Emotion ist stark.	The emotion is strong.
Das ist eine Emotion.	That is an emotion.
Fotografie ist mein Hobby.	Photography is my hobby.
Ich liebe die Fotografie.	I love photography.
Die Klinik ist sehr groß.	The clinic is very large.
Wo ist die Klinik?	Where is the clinic?
Die Kontrolluntersuchung dauert kurz.	The check-up lasts a short time.
Wann ist die Kontrolluntersuchung?	When is the check-up?
Ich brauche ein Rezept.	I need a prescription.
Das Rezept ist fertig.	The prescription is ready.
Der Impfstoff ist hier.	The vaccine is here.
Ist der Impfstoff neu?	Is the vaccine new?
Die Moschee ist groß.	The mosque is large.
Wo ist die Moschee?	Where is the mosque?
Der Shop ist offen.	The shop is open.
Ich gehe in den Shop.	I am going into the shop.
Der Tisch ist quadratisch.	The table is square.
Das Bild ist quadratisch.	The picture is square.
Die Plattform ist sehr groß.	The platform is very large.
Wo ist die Plattform?	Where is the platform?
Ein Passagier wartet hier.	A passenger is waiting here.
Der Passagier ist spät.	The passenger is late.
Der Verkehr ist heute schlecht.	The traffic is bad today.
Ich hasse den Verkehr.	I hate the traffic.
Die Route ist sehr lang.	The route is very long.
Das ist eine neue Route.	That is a new route.
Guten Tag, Fräulein Schmidt.	Good day, Miss Schmidt.
Ist das Fräulein hier?	Is the miss here?
Die Züge abfahren jetzt.	The trains depart now.
Wann wird der Zug abfahren?	When will the train depart?
Die Verzögerung ist kurz.	The delay is short.
Es gibt eine Verzögerung.	There is a delay.
Meine Karriere ist sehr wichtig.	My career is very important.
Sie plant ihre Karriere.	She is planning her career.
Die Frist ist morgen.	The deadline is tomorrow.
Wir haben eine kurze Frist.	We have a short deadline.
Die Förderung ist gut.	The promotion is good.
Er braucht mehr Förderung.	He needs more promotion.
Ich bewerben mich heute.	I apply today.
Sie bewerben sich bald.	They apply soon.
Die Ausbildung dauert drei Jahre.	The training lasts three years.
Ich beginne meine Ausbildung.	I am starting my training.
Seine Geschicklichkeit ist beeindruckend.	His skill is impressive.
Sie hat viel Geschicklichkeit.	She has a lot of skill.
Das ist eine große Verantwortung.	That is a big responsibility.
Ich übernehme die Verantwortung.	I take the responsibility.
Mein Arbeitsplatz ist klein.	My workplace is small.
Wo ist dein Arbeitsplatz?	Where is your workplace?
Sie wollen in den Ruhestand gehen.	They want to retire.
Wann werden Sie in den Ruhestand gehen?	When will you retire?
Das ist eine tolle Leistung.	That is a great achievement.
Seine Leistung war sehr hoch.	His achievement was very high.
Er ist ein guter Mitarbeiter.	He is a good employee.
Wir suchen einen neuen Mitarbeiter.	We are looking for a new employee.
Mein Arbeitgeber ist fair.	My employer is fair.
Wer ist dein Arbeitgeber?	Who is your employer?
Das ist eine gute Gelegenheit.	That is a good opportunity.
Ich nutze diese Gelegenheit.	I am using this opportunity.
Seine Geschicklichkeit ist wirklich beeindruckend.	His skill is really impressive.
Sie braucht mehr Geschicklichkeit für das Spiel.	She needs more skill for the game.
Der Aufsatz ist sehr lang.	The essay is very long.
Ich schreibe einen Aufsatz.	I am writing an essay.
Der Vortrag beginnt jetzt.	The lecture begins now.
Ihr Vortrag war sehr gut.	Her lecture was very good.
Er ist ein junger Absolvent.	He is a young graduate.
Der Absolvent bekommt ein Zertifikat.	The graduate gets a certificate.
Das Stipendium hilft mir sehr.	The scholarship helps me a lot.
Sie bewirbt sich um ein Stipendium.	She is applying for a scholarship.
Die Forschung dauert viele Jahre.	The research takes many years.
Neue Forschung ist sehr wichtig.	New research is very important.
Mein Nachhilfelehrer ist sehr geduldig.	My tutor is very patient.
Wir suchen einen guten Nachhilfelehrer.	We are looking for a good tutor.
Der Campus ist sehr groß.	The campus is very large.
Wir treffen uns auf dem Campus.	We are meeting on the campus.
Ich muss die Vokabeln auswendig lernen.	I must memorize the vocabulary.
Kannst du das Gedicht auswendig lernen?	Can you memorize the poem?
Die Kultur ist sehr alt.	The culture is very old.
Ich liebe die deutsche Kultur.	I love the German culture.
Das ist eine alte Tradition.	That is an old tradition.
Wir bewahren die Tradition.	We preserve the tradition.
Das Souvenir ist klein.	The souvenir is small.
Ich kaufe ein Souvenir.	I am buying a souvenir.
Das Bier ist lokal.	The beer is local.
Wir essen lokal.	We eat local.
Wo ist mein Reisepass?	Where is my passport?
Der Reisepass ist rot.	The passport is red.
Das ist ein Wahrzeichen.	That is a landmark.
Wo ist das Wahrzeichen?	Where is the landmark?
Wir erkunden die Stadt.	We explore the city.
Sie erkunden den Wald.	They explore the forest.
Die Umgebung ist sehr schön.	The environment is very beautiful.
Ich liebe meine neue Umgebung.	I love my new environment.
Die Verschmutzung ist ein Problem.	The pollution is a problem.
Wir stoppen die Verschmutzung.	We are stopping the pollution.
Das Klima ist hier warm.	The climate is warm here.
Wir schützen unser Klima.	We protect our climate.
Wir müssen mehr recyceln.	We must recycle more.
Können Sie das recyceln?	Can you recycle this?
Das ist eine große Verschwendung.	That is a great waste.
Vermeide jede Verschwendung von Wasser.	Avoid any waste of water.
Wasser ist eine wichtige Ressource.	Water is an important resource.
Wir suchen eine neue Ressource.	We are looking for a new resource.
Kunststoff ist oft schlecht.	Plastic is often bad.
Ich brauche keinen Kunststoff.	I do not need plastic.
Das Gewächshaus ist groß.	The greenhouse is large.
Die Blumen sind im Gewächshaus.	The flowers are in the greenhouse.
Die Tierwelt ist wunderbar.	The wildlife is wonderful.
Wir beobachten die Tierwelt.	We observe the wildlife.
Das ist eine Solar Anlage.	That is a solar system.
Ich habe Solar Energie.	I have solar energy.
Wind ist erneuerbar.	Wind is renewable.
Wir nutzen erneuerbar Energie.	We use renewable energy.
Kohlenstoff ist ein Element.	Carbon is an element.
Zu viel Kohlenstoff ist schlecht.	Too much carbon is bad.
Die Emission ist zu hoch.	The emission is too high.
Wir senken die Emission.	We are lowering the emission.
Das Auto ist umweltfreundlich.	The car is eco-friendly.
Sei bitte umweltfreundlich.	Please be eco-friendly.
Mein Smartphone ist neu.	My smartphone is new.
Wo ist dein Smartphone?	Where is your smartphone?
Ich möchte das Foto herunterladen.	I want to download the photo.
Kannst du die Datei herunterladen?	Can you download the file?
Ich muss das Video hochladen.	I have to upload the video.
Bitte lade die Bilder hochladen.	Please upload the images.
Mein Handy ist jetzt offline.	My phone is now offline.
Bist du gerade offline?	Are you offline right now?
Das Netzwerk ist sehr langsam.	The network is very slow.
Ich kenne dieses Netzwerk nicht.	I do not know this network.
Mein Kopfhörer ist kabellos.	My headphones are wireless.
Das ist ein kabellos System.	That is a wireless system.
Das Gerät ist sehr klein.	The device is very small.
Ist dieses Gerät kaputt?	Is this device broken?
Die Software ist sehr gut.	The software is very good.
Ich installiere die neue Software.	I am installing the new software.
Die Hardware ist sehr teuer.	The hardware is very expensive.
Wir brauchen neue Hardware.	We need new hardware.
Ich muss das System aktualisieren.	I have to update the system.
Bitte aktualisieren Sie die Seite.	Please update the page.
Ich nutze soziale Medien.	I use social media.
Soziale Medien sind populär.	Social media are popular.
Das ist ein digital Archiv.	That is a digital archive.
Wir leben in einer digital Welt.	We live in a digital world.
Das ist relativ teuer.	That is relatively expensive.
Es ist relativ einfach.	It is relatively easy.
Der Gastgeber ist hier.	The host is here.
Sie ist eine gute Gastgeber.	She is a good host.
Die Beziehung ist wichtig.	The relationship is important.
Das ist eine neue Beziehung.	That is a new relationship.
Wir müssen logisch argumentieren.	We must argue logically.
Sie können gut argumentieren.	You can argue well.
Unsere Freundschaft ist stark.	Our friendship is strong.
Ich schätze unsere Freundschaft.	I value our friendship.
Verlassen Sie sich auf mich.	Rely on me.
Verlassen Sie sich nicht darauf.	Do not rely on that.
Die Preise abhängen vom Gewicht.	The prices depend on the weight.
Die Pläne abhängen vom Wetter.	The plans depend on the weather.
Komm zurecht mit der Arbeit.	Get along with the work.
Komm zurecht mit dem Stress.	Get along with the stress.
Die Pflege ist wichtig.	The care is important.
Ich brauche mehr Pflege.	I need more care.
Die Zeitschrift ist alt.	The magazine is old.
Ich lese eine Zeitschrift.	I am reading a magazine.
Die Schlagzeile ist groß.	The headline is big.
Das ist eine falsche Schlagzeile.	That is a false headline.
Soziale Medien sind schnell.	Social media are fast.
Der Park ist öffentlich.	The park is public.
Das ist ein öffentliches Bad.	That is a public bath.
Ich muss das Update aktualisieren.	I must update the update.
Hier sind aktuelle Nachrichten.	Here are breaking news.
Ich lese aktuelle Nachrichten.	I am reading breaking news.
Sie wollen das Buch veröffentlichen.	They want to publish the book.
Wir veröffentlichen den Artikel.	We are publishing the article.
Meine Routine ist sehr einfach.	My routine is very simple.
Sie liebt ihre morgendliche Routine.	She loves her morning routine.
Das Essen ist sehr ausgeglichen.	The food is very balanced.
Ein ausgeglichener Tag ist wichtig.	A balanced day is important.
Sein Lebensstil ist sehr aktiv.	His lifestyle is very active.
Wir suchen einen neuen Lebensstil.	We are looking for a new lifestyle.
Meditation hilft gegen Stress.	Meditation helps against stress.
Ich probiere heute Meditation.	I am trying meditation today.
Fisch hat viel Protein.	Fish has a lot of protein.
Ich brauche mehr Protein.	I need more protein.
Eine Kalorien zu zählen ist schwer.	Counting a calorie is hard.
Das hat wenig Kalorien.	That has few calories.
Wellness ist gut für die Seele.	Wellness is good for the soul.
Ich mag Wellness im Hotel.	I like wellness at the hotel.
Gleichheit ist ein wichtiges Recht.	Equality is an important right.
Wir streben nach sozialer Gleichheit.	We strive for social equality.
Die Gemeinschaft hilft jedem.	The community helps everyone.
Unsere Gemeinschaft ist sehr stark.	Our community is very strong.
Die Kampagne beginnt heute.	The campaign begins today.
Das ist eine neue Kampagne.	That is a new campaign.
Ungleichheit ist ein Problem.	Inequality is a problem.
Wir sehen oft soziale Ungleichheit.	We often see social inequality.
Diskriminierung ist falsch.	Discrimination is wrong.
Wir kämpfen gegen Diskriminierung.	We fight against discrimination.
Die staatliche Wohlfahrt hilft.	State welfare helps.
Wohlfahrt ist für alle da.	Welfare is there for everyone.
Nächstenliebe ist eine Tugend.	Charity is a virtue.
Sie zeigt viel Nächstenliebe.	She shows a lot of charity.
Arbeitslosigkeit ist ein Risiko.	Unemployment is a risk.
Die Arbeitslosigkeit sinkt langsam.	Unemployment is slowly decreasing.
Die Regierung trifft eine Entscheidung.	The government makes a decision.
Wer führt die Regierung?	Who leads the government?
Der Protest war friedlich.	The protest was peaceful.
Das ist einstarker Protest.	That is a strong protest.
Die Petition hat viele Unterschriften.	The petition has many signatures.
Ich unterschreibe die Petition.	I sign the petition.
Der Fonds ist nun voll.	The fund is now full.
Wir nutzen den Fonds.	We use the fund.
Das Gehäuse ist aus Metall.	The housing is made of metal.
Wir brauchen ein neues Gehäuse.	We need a new housing.
Das Gesundheitswesen ist teuer.	Healthcare is expensive.
Unser Gesundheitswesen muss besser werden.	Our healthcare must get better.
Eine neue Generation beginnt.	A new generation begins.
Sie ist die erste Generation.	She is the first generation.
Wir helfen ältere Menschen.	We help elderly people.
Sie besucht ältere Menschen.	She visits elderly people.
Die Minderheit hat eine Stimme.	The minority has a voice.
Sie sind eine kleine Minderheit.	They are a small minority.
Die Mehrheit stimmte dafür.	The majority voted for it.
Die Mehrheit ist glücklich.	The majority is happy.
Meine Finanzen sind stabil.	My finances are stable.
Wer prüft die Finanzen?	Who checks the finances?
Das Budget ist klein.	The budget is small.
Wir brauchen ein Budget.	We need a budget.
Das war eine gute Investition.	That was a good investment.
Die Investition lohnt sich.	The investment is worth it.
Mein Einkommen ist niedrig.	My income is low.
Das Einkommen steigt jährlich.	The income increases annually.
Die Wirtschaft wächst schnell.	The economy is growing fast.
Sie studiert die Wirtschaft.	She studies the economy.
Die Einnahmen sind hoch.	The revenue is high.
Wir zählen die Einnahmen.	We are counting the revenue.
Welche Währung ist das?	Which currency is this?
Der Euro ist eine Währung.	The euro is a currency.
Ein kurzer Austausch hilft.	A short exchange helps.
Wir suchen einen Austausch.	We are looking for an exchange.
Die Insolvenz war schockierend.	The bankruptcy was shocking.
Er meldete die Insolvenz.	He reported the bankruptcy.
Gold ist ein Vermögenswert.	Gold is an asset.
Das ist ein hoher Vermögenswert.	That is a high asset.
Die Haftung ist geklärt.	The liability is clarified.
Wer übernimmt die Haftung?	Who assumes the liability?
Die Inflation ist hoch.	The inflation is high.
Wir spüren die Inflation.	We feel the inflation.
Die Rezession dauert lange.	The recession lasts a long time.
Kommt bald eine Rezession?	Is a recession coming soon?
Das Wachstum ist stark.	The growth is strong.
Wir sehen ein Wachstum.	We see a growth.
Die Industrie ist groß.	The industry is large.
Welche Industrie ist das?	Which industry is that?
Wir wollen investieren.	We want to invest.
Sie muss mehr investieren.	She must invest more.
Wir dürfen nicht viel ausgeben.	We must not spend much.
Ich will Geld ausgeben.	I want to spend money.
Der Lieferant ist spät.	The supplier is late.
Das ist ein guter Lieferant.	That is a good supplier.
Das Produkt ist neu.	The product is new.
Ich liebe dieses Produkt.	I love this product.
Die Gewinnspanne ist niedrig.	The profit margin is low.
Wir erhöhen die Gewinnspanne.	We are increasing the profit margin.
Die Forschung ist sehr wichtig.	The research is very important.
Seine Forschung dauert lange.	His research takes a long time.
Wir experimentieren im Labor.	We are experimenting in the lab.
Sie wollen heute experimentieren.	They want to experiment today.
Das ist eine große Entdeckung.	That is a great discovery.
Die Entdeckung war ein Glück.	The discovery was a stroke of luck.
Die Daten sind falsch.	The data are wrong.
Wir brauchen mehr Daten.	We need more data.
Die Analyse ist fertig.	The analysis is finished.
Ich lese die Analyse.	I am reading the analysis.
Die Hypothese ist neu.	The hypothesis is new.
Das ist meine Hypothese.	That is my hypothesis.
Die Methode ist einfach.	The method is simple.
Wir suchen eine neue Methode.	We are looking for a new method.
Die Beobachtung war genau.	The observation was precise.
Ich mache eine Beobachtung.	I am making an observation.
Das Fazit ist klar.	The conclusion is clear.
Was ist dein Fazit?	What is your conclusion?
Wir können das nicht vorhersagen.	We cannot predict that.
Sie wollen das Wetter vorhersagen.	They want to predict the weather.
Wir müssen das System testen.	We must test the system.
Können wir die App testen?	Can we test the app?
Wir vergleichen zwei Autos.	We are comparing two cars.
Sie wollen die Preise vergleichen.	They want to compare the prices.
Wir untersuchen die Probe.	We are investigating the sample.
Die Ärzte untersuchen ihn.	The doctors are investigating him.
Wir wollen Gold entdecken.	We want to discover gold.
Sie entdecken eine neue Stadt.	They discover a new city.
Wir entwickeln eine App.	We are developing an app.
Sie entwickeln ein System.	They are developing a system.
Wer will das Rad erfinden?	Who wants to invent the wheel?
Wir erfinden eine Geschichte.	We are inventing a story.
Das ist eine tolle Erfindung.	That is a great invention.
Die Erfindung ist alt.	The invention is old.
Innovation ist sehr wichtig.	Innovation is very important.
Wir brauchen mehr Innovation.	We need more innovation.
Die Technologie ist modern.	The technology is modern.
Wir nutzen neue Technologie.	We use new technology.
Ich lerne Biologie.	I am learning biology.
Biologie ist ein Fach.	Biology is a subject.
Die Genetik ist komplex.	Genetics is complex.
Sie studieren Genetik.	They are studying genetics.
Das Molekül ist klein.	The molecule is small.
Wir sehen ein Molekül.	We see a molecule.
Die Zelle ist lebendig.	The cell is alive.
Das ist eine kleine Zelle.	That is a small cell.
Der Organismus ist winzig.	The organism is tiny.
Ein Organismus braucht Wasser.	An organism needs water.
Die Umgebung ist grün.	The environment is green.
Die Umgebung ist laut.	The environment is loud.
Das ist ein bedeutsamer Tag.	That is a significant day.
Die Ergebnisse sind bedeutsam.	The results are significant.
Wir müssen das validieren.	We must validate this.
Können Sie das validieren?	Can you validate this?
Sie hat eine starke Persönlichkeit.	She has a strong personality.
Seine Persönlichkeit ist sehr offen.	His personality is very open.
Die Stimmung ist heute gut.	The mood is good today.
Ich mag diese gute Stimmung.	I like this good mood.
Deine Haltung ist sehr wichtig.	Your attitude is very important.
Er hat eine positive Haltung.	He has a positive attitude.
Das Verhalten ist nicht gut.	The behaviour is not good.
Ich beobachte sein Verhalten.	I am observing his behaviour.
Die Suche war leider vergeblich.	The search was unfortunately vain.
Alle Versuche waren vergeblich.	All attempts were vain.
Das Fazit ist sehr kurz.	The conclusion is very short.
Der Anspruch ist zu hoch.	The claim is too high.
Sie hat einen rechtlichen Anspruch.	She has a legal claim.
Die Perspektive ist neu.	The perspective is new.
Wir brauchen eine andere Perspektive.	We need a different perspective.
Das war eine falsche Annahme.	That was a wrong assumption.
Seine Annahme ist logisch.	His assumption is logical.
Die Implikation ist klar.	The implication is clear.
Welche Implikation hat das?	What implication does that have?
Wir bewerten die Ergebnisse.	We evaluate the results.
Wie bewerten Sie das?	How do you evaluate that?
Sie müssen das rechtfertigen.	You must justify that.
Kannst du das rechtfertigen?	Can you justify that?
Die Logik ist simpel.	The logic is simple.
Ich verstehe deine Logik nicht.	I do not understand your logic.
Die Argumentation ist stark.	The reasoning is strong.
Seine Argumentation ist komplex.	His reasoning is complex.
Die Debatte war laut.	The debate was loud.
Wir führen eine Debatte.	We are having a debate.
Wir müssen das besprechen.	We need to discuss this.
Wann besprechen wir das?	When do we discuss this?
Sie kritisieren den Plan.	They criticize the plan.
Bitte kritisieren Sie mich nicht.	Please do not criticize me.
Wir analysieren die Daten.	We analyze the data.
Kannst du das analysieren?	Can you analyze that?
Wie interpretieren Sie das?	How do you interpret that?
Wir interpretieren den Text.	We interpret the text.
Bitte zusammenfassen Sie das.	Please summarize that.
Ich kann das kurz zusammenfassen.	I can summarize that briefly.
Können wir das vergleichen?	Can we compare that?
Das ist ein starker Kontrast.	That is a strong contrast.
Der Kontrast ist deutlich.	The contrast is clear.
Wir können das ableiten.	We can deduce that.
Was lässt sich ableiten?	What can be deduced?
Das ist ein evidenzbasiert Ansatz.	That is an evidence-based approach.
Wir arbeiten evidenzbasiert.	We work based on evidence.
Der Pass ist noch gültig.	The passport is still valid.
Das Ticket ist nicht mehr gültig.	The ticket is no longer valid.
Das ist leider ungültig.	That is unfortunately invalid.
Der Code ist ungültig.	The code is invalid.
Das ist ein subjektiv Urteil.	That is a subjective judgment.
Meine Meinung ist subjektiv.	My opinion is subjective.
Dein Standpunkt ist interessant.	Your point of view is interesting.
Was ist dein Standpunkt?	What is your standpoint?
Ich kenne meinen Standpunkt.	I know my standpoint.
Wo ist Ihr Standpunkt?	Where is your standpoint?
Die Kriterien sind streng.	The criteria are strict.
Wir prüfen die Kriterien.	We check the criteria.
Das ist ein globaler Trend.	That is a global trend.
Wir brauchen globale Lösungen.	We need global solutions.
Der Klimawandel ist real.	Climate change is real.
Klimawandel betrifft uns alle.	Climate change affects us all.
Die Einwanderung steigt stetig.	Immigration is steadily increasing.
Einwanderung prägt die Stadt.	Immigration shapes the city.
Die Bevölkerung wächst schnell.	The population is growing quickly.
Eine junge Bevölkerung ist wichtig.	A young population is important.
Der Konflikt ist schwierig.	The conflict is difficult.
Wir vermeiden einen Konflikt.	We avoid a conflict.
Die Krise ist tief.	The crisis is deep.
Wir bewältigen diese Krise.	We are overcoming this crisis.
Die Verhandlung dauert lange.	The negotiation takes a long time.
Die Verhandlung war erfolgreich.	The negotiation was successful.
Das ist nicht nachhaltig.	That is not sustainable.
Wir suchen nachhaltige Wege.	We are looking for sustainable ways.
Die Entwicklung geht voran.	The development is progressing.
Das ist eine soziale Entwicklung.	That is a social development.
Die Emission sinkt langsam.	The emission is slowly falling.
Wir messen die Emission.	We measure the emission.
Die Verschmutzung ist schlimm.	The pollution is bad.
Abholzung schadet dem Wald.	Deforestation harms the forest.
Die Abholzung nimmt zu.	Deforestation is increasing.
Die Dürre zerstört die Ernte.	The drought destroys the harvest.
Wir haben eine Dürre.	We have a drought.
Die Überschwemmung war groß.	The flood was big.
Eine Überschwemmung ist gefährlich.	A flood is dangerous.
Die Hungersnot ist grausam.	The famine is cruel.
Wir bekämpfen die Hungersnot.	We fight the famine.
Migration ist ein Thema.	Migration is a topic.
Die Migration nimmt zu.	Migration is increasing.
Diplomatie ist sehr wichtig.	Diplomacy is very important.
Wir brauchen mehr Diplomatie.	We need more diplomacy.
Die Sanktion ist hart.	The sanction is harsh.
Wir fordern eine Sanktion.	We demand a sanction.
Die Koalition ist stabil.	The coalition is stable.
Sie bilden eine Koalition.	They are forming a coalition.
Die Allianz ist stark.	The alliance is strong.
Wir bauen eine Allianz.	We are building an alliance.
Die Wirtschaft wächst langsam.	The economy is growing slowly.
Die Wirtschaft ist komplex.	The economy is complex.
Die Krankheit ist selten.	The disease is rare.
Sie heilt die Krankheit.	She cures the disease.
Die Pandemie war global.	The pandemic was global.
Wir beenden die Pandemie.	We end the pandemic.
Der Impfstoff hilft uns.	The vaccine helps us.
Wo ist der Impfstoff?	Where is the vaccine?
Das ist eine erneuerbare Quelle.	That is a renewable source.
Die Erhaltung ist wichtig.	The conservation is important.
Wir planen die Erhaltung.	We plan the conservation.
Die Artenvielfalt ist hoch.	The biodiversity is high.
Wir schützen die Artenvielfalt.	We protect the biodiversity.
Wasser ist eine Ressource.	Water is a resource.
Wir teilen die Ressource.	We share the resource.
Die Stabilität ist wichtig.	The stability is important.
Wir suchen mehr Stabilität.	We seek more stability.
Die Spannung steigt an.	The tension is increasing.
Es gibt eine Spannung.	There is a tension.
Wir wollen das lösen.	We want to resolve that.
Können wir das lösen?	Can we resolve that?
Poesie ist sehr schön.	Poetry is very beautiful.
Ich lese gerne Poesie.	I like reading poetry.
Er hat einen starken Charakter.	He has a strong character.
Der Charakter ist komplex.	The character is complex.
Die Handlung ist sehr spannend.	The plot is very exciting.
Ich verstehe die Handlung nicht.	I do not understand the plot.
Die Galerie ist heute offen.	The gallery is open today.
Wir gehen in die Galerie.	We are going into the gallery.
Die Ausstellung ist groß.	The exhibition is large.
Ich liebe diese Ausstellung.	I love this exhibition.
Das ist ein Meisterwerk.	That is a masterpiece.
Wer malte dieses Meisterwerk?	Who painted this masterpiece?
Die Leinwand ist weiß.	The canvas is white.
Ich brauche eine neue Leinwand.	I need a new canvas.
Der Pinsel ist klein.	The brush is small.
Das Porträt ist echt.	The portrait is real.
Sie malt ein Porträt.	She is painting a portrait.
Die Landschaft ist grün.	The landscape is green.
