amplify	amplified	amplified	amplifying	0	बढ़ाना{खासकरआवाज़}; कहानीमेंअतिरिक्तविवरणदेना
amputate	amputated	amputated	amputating	0	काटना{अंगोच्छेदनकरना}
amuse	amused	amused	amusing	0	मनोरंजन करना
anaesthetize	anaesthetized	anaesthetized	anaesthetizing	0	चेतनाशून्य करना
analyse	analysed	analysed	analysing	0	विश्लेषण करना; मनोविश्लेषण
anchor	anchored	anchored	anchoring	0	लंगरडालना; नींव
anger	angered	angered	angering	0	क्रोधित करना
angle	angled	angled	angling	0	काटे से मछली पकड़ना; इशारेसेमाँगना
anglicize	anglicized	anglicized	anglicizing	0	अंग्रेजी{ढंगका}बनाना
animate	animated	animated	animating	0	जीवन संचार करना; प्राण डालना
annex	annexed	annexed	annexing	0	साथ जोडना; संलग्न करना
annihilate	annihilated	annihilated	annihilating	0	विनाश करना; मिटाना९
annotate	annotated	annotated	annotating	0	टिप्पणी करना; टीकाकरकेसमझाना
announce	announced	announced	announcing	0	घोषणाकर
annoy	annoyed	annoyed	annoying	0	चिढ़ाना; सताना
annul	annuled	annuled	annuling	0	रद्द करना; निष्फलकरना
anoint	anointed	anointed	anointing	0	तेललगाना
answer	answered	answered	answering	0	उत्तरदेना
antagonize	antagonized	antagonized	antagonizing	0	विरोध करना
antedate	antedated	antedated	antedating	0	पूर्व-दिनांकितकरना
apologize	apologized	apologized	apologizing	0	क्षमामाँगना
appall	appalled	appalled	appalling	0	विस्मितकरदेना
appeal	appealed	appealed	appealing	0	अपीलकरना; याचनाकरना; पुनर्विचारकेलियेप्रार्थनाकरना; अच्छालगना
appear	appeared	appeared	appearing	0	दिखाईपड़ना; दिखपड़ना; प्रकटहोना; प्रकाशितहोना; उपस्थितहोना; जानपड़ना
appease	appeased	appeased	appeasing	0	संतुष्टकरना
append	appended	appended	appending	0	परिशिष्टकेरूपमेंलगाना
appertain	appertained	appertained	appertaining	0	सम्बन्धरखना
applaud	applauded	applauded	applauding	0	तालीबजाकरप्रशंसाकरना; सराहना करना
apply	applied	applied	applying	0	लागू करना; लगाना; प्रयोग में लाना; आवेदनपत्रदेना
appoint	appointed	appointed	appointing	0	नियुक्तकरना; नियत करना
apportion	apportioned	apportioned	apportioning	0	संविभाजित करना
appose	apposed	apposed	apposing	0	एककेऊपरदूसरीचीज़रखना
appraise	appraised	appraised	appraising	0	मूल्यांकन करना
appreciate	appreciated	appreciated	appreciating	0	सराहाजाना
apprehend	apprehended	apprehended	apprehending	0	गिरफ्तार करना; पकड़ना
apprentice	apprenticed	apprenticed	apprenticing	0	शिष्यबनना
apprise	apprised	apprised	apprising	0	सूचित करना
approach	approached	approached	approaching	0	पासआना; पहुँचना
appropriate	appropriated	appropriated	appropriating	0	अनुचितरूपसेअपनाबनालेना; अलगरखना
approve	approved	approved	approving	0	अनुमोदनकरना; पसन्दकरना
approximate	approximated	approximated	approximating	0	समीप आना
arbitrate	arbitrated	arbitrated	arbitrating	0	मध्यस्थता करना; पंच फैसला देना; निर्णयकरना
argue	argued	argued	arguing	0	बहस करना; प्रमाणितकरना
arise	arose	arisen	arising	1	उठना; खड़ाहोना
arm	armed	armed	arming	0	शस्त्रयुक्तकरना
arouse	aroused	aroused	arousing	0	जगाना; उत्तेजितकरना; वासनाजगाना
arraign	arraigned	arraigned	arraigning	0	दोषीठहराना{न्यायकर्त्ताकेसामनेअपराधीकोउपस्थितकरना}
arrange	arranged	arranged	arranging	0	प्रबन्धकरना; क्रमसेलगाना
array	arrayed	arrayed	arraying	0	सजाना; वस्त्रपहनाना
arrest	arrested	arrested	arresting	0	गिरफ्तारकरना; पकड़ना; रोकना; आकर्षितकरना
arrive	arrived	arrived	arriving	0	पहुँचना; आ_जाना
articulate	articulated	articulated	articulating	0	साफ़बोलना; जोड़ना
ascend	ascended	ascended	ascending	0	चढ़ना; बढ़ना
ascertain	ascertained	ascertained	ascertaining	0	जाँचकरपतालगाना
ascribe	ascribed	ascribed	ascribing	0	आरोपण करना; उत्तरदायी ठहराना; कारणमानना
ask	asked	asked	asking	0	पूछना; माँगना; निमंत्रण देना
asphalt	asphalted	asphalted	asphalting	0	डामरडालना
aspire	aspired	aspired	aspiring	0	चाहना
assail	assailed	assailed	assailing	0	बौछारहोना[करना]; टूट पडना
assassinate	assassinated	assassinated	assassinating	0	हत्याकरना
assault	assaulted	assaulted	assaulting	0	हमला करना; आक्रमणकरना
assay	assayed	assayed	assaying	0	परखकरना{धातुओंकी}
assemble	assembled	assembled	assembling	0	एकत्रितहोना
assent	assented	assented	assenting	0	स्वीकृतिदेना[करना]
assert	asserted	asserted	asserting	0	बलपूर्वक कहना; जोर देना
assess	assessed	assessed	assessing	0	आँकना
assign	assigned	assigned	assigning	0	निश्चित करना; नियुक्त करना; बाँटना; सौपना
assimilate	assimilated	assimilated	assimilating	0	आत्मसातकरना
assist	assisted	assisted	assisting	0	सहायताकरना; मदद करना
associate	associated	associated	associating	0	जुड़ना[जोड़ना]
assort	assorted	assorted	assorting	0	छाँटना
assuage	assuaged	assuaged	assuaging	0	शान्त करना
assume	assumed	assumed	assuming	0	कल्पना करना; मान लेना; कार्यभार संभालना।; रूप धारण करना
assure	assured	assured	assuring	0	आश्वासन देना; निश्चित होना
astonish	astonished	astonished	astonishing	0	चकित करना
astound	astounded	astounded	astounding	0	चकित करना
atone	atoned	atoned	atoning	0	प्रायश्चितकरना
attach	attached	attached	attaching	0	जोड़ना; नत्थीकरना; अपनाना; कुर्ककरना
attack	attacked	attacked	attacking	0	धावाकरना; आक्रमणकरना
attain	attained	attained	attaining	0	प्राप्तकरना; पहुँचना
attempt	attempted	attempted	attempting	0	प्रयासकरना
attend	attended	attended	attending	0	हिस्सालेना; सेवाकरना; ध्यानदेना
attenuate	attenuated	attenuated	attenuating	0	कमकरना
attest	attested	attested	attesting	0	गवाहीदेना; हस्ताक्षरकरना
attire	attired	attired	attiring	0	वस्त्रपहनना
attract	attracted	attracted	attracting	0	आकर्षितकरना
attribute	attributed	attributed	attributing	0	सम्बन्धठहराना
attune	attuned	attuned	attuning	0	कीआदतपड़जाना
auction	auctioned	auctioned	auctioning	0	नीलामकरना
auctioneer	auctioneered	auctioneered	auctioneering	0	नीलाममेँबेचना
audit	audited	audited	auditing	0	लेखाजाँचना
augment	augmented	augmented	augmenting	0	बढ़ाना[बढ़ना]
augur	augured	augured	auguring	0	आगमकहना
authenticate	authenticated	authenticated	authenticating	0	प्रमाणितकरना
authorize	authorized	authorized	authorizing	0	अधिकारदेना; अधिकृतहोना
avail	availed	availed	availing	0	लाभउठाना
avenge	avenged	avenged	avenging	0	बदलालेना
aver	avered	avered	avering	0	वादाकरना
average	averaged	averaged	averaging	0	औसतनिकालना
avert	averted	averted	averting	0	घुमादेना; टालदेना
avoid	avoided	avoided	avoiding	0	सेबचना
avow	avowed	avowed	avowing	0	बीड़ाउठाना
await	awaited	awaited	awaiting	0	बाटजोहना
awake	awoke	awoken	awaking	1	जागना
awaken	awakened	awakened	awakening	0	जागजाना[जगादेना]
award	awarded	awarded	awarding	0	पुरस्कारदेना
awe	awed	awed	awing	0	विस्मयपूर्णआदर[डर]उत्पन्नकरना
axe	axed	axed	axing	0	काटना[कमकरना]
babble	babbled	babbled	babbling	0	बुड़बुड़ाना
baby	babied	babied	babying	0	केसाथबच्चेजैसाव्यवहारकरना
back	backed	backed	backing	0	पीछेहोना‘; समर्थनदेना[पाना]; सहारादेना
backbite	backbit	backbitten	backbiting	1	पीठपीछेनिंदाकरना
backcomb	backcombed	backcombed	backcombing	0	उल्टीओरबालकाढ़ना
backdate	backdated	backdated	backdating	0	पिछलीतिथिडालना
backfire	backfired	backfired	backfiring	0	उल्टीप्रतिक्रियाहोना
backspace	backspaced	backspaced	backspacing	0	एकस्थानसेपीछेजाना
backtalk	backtalked	backtalked	backtalking	0	पलटकरजवाबदेना
backtrack	backtracked	backtracked	backtracking	0	वापिसजाना
badger	badgered	badgered	badgering	0	पीछण्डफौ९
baffle	baffled	baffled	baffling	0	असमंजसमेंडालना; रुकावटडालना
bag	bagged	bagged	bagging	0	थैलेमेंरखना; लेलना; झूलना
bait	baited	baited	baiting	0	चारारखना
bake	baked	baked	baking	0	सेँकना
balance	balanced	balanced	balancing	0	संतुलनरखना; बकायानिकालना
bale	baled	baled	baling	0	छटरी{पेराशूट}सेउतरना
ballot	balloted	balloted	balloting	0	मतदान
ban	banned	banned	banning	0	प्रतिबंधलगाना
bandage	bandaged	bandaged	bandaging	0	पट्टीबाँधना
bang	banged	banged	banging	0	धमाकेदारआघातकरना
banish	banished	banished	banishing	0	निकालदेना
bank	banked	banked	banking	0	बैंकमेँरूपयारखना
bantering	banteringed	banteringed	banteringing	0	दिल्लगीकरना
baptize	baptized	baptized	baptizing	0	बप्तिस्मादेना
bare	bared	bared	baring	0	निर्वस्त्रकरना; प्रकटकरना
bargain	bargained	bargained	bargaining	0	मोल-भावकरना
barge	barged	barged	barging	0	जबरदस्तीघुसना
bark	barked	barked	barking	0	भौँकना
barrel	barreled	barreled	barreling	0	पीपेमेँभरना
barricade	barricaded	barricaded	barricading	0	मोरचाबाँधना
barter	bartered	bartered	bartering	0	वस्तु-विनिमयकरना
base	based	based	basing	0	आधारितकरना
bask	basked	basked	basking	0	धूपमेँगरमकरनायासेँकना
batten	battened	battened	battening	0	फलफूलना; मौजकरना
batter	battered	battered	battering	0	मारना; कूटना
battle	battled	battled	battling	0	लड़ना
bawl	bawled	bawled	bawling	0	ज़ोरसेरोनायाचिल्लाना
bay	bayed	bayed	baying	0	भौंकना{शिकारीकुत्तोंका}
bayonet	bayoneted	bayoneted	bayoneting	0	बेनटसेवारकरना
be	was/were	been	being	1	होना
beach	beached	beached	beaching	0	समुद्रकेकिनारेपरलाना
beam	beamed	beamed	beaming	0	प्रकाशडालना; मुस्कुराना
bear	bore	borne	bearing	1	धारण करना; बर्दाश्तकरना; वहनकरना
beat	beat	beaten	beating	1	हराना; वारकरना; खटखटाना; धड़कना; टकराना; तड़पाना; फेंटना; पीटना
beautify	beautified	beautified	beautifying	0	सजाना
beckon	beckoned	beckoned	beckoning	0	संकेतकरना
become	became	become	becoming	1	बनना; उचितहोना
bed	bedded	bedded	bedding	0	रातकोशरणदेना; पौधालगाना; संभोगकरना
bedeck	bedecked	bedecked	bedecking	0	सजाना
beep	beeped	beeped	beeping	0	आवाज़करना
befall	befell	befallen	befalling	1	आपड़ना
befit	befitted	befitted	befitting	0	शोभादेना
befriend	befriended	befriended	befriending	0	दोस्तीकरना
beg	begged	begged	begging	0	भीखमांगना; प्रार्थनाकरना
beget	begot	begotten	begeting	1	जनकहोना; उत्पन्नकरना
beggar	beggared	beggared	beggaring	0	कंगालकरदेना
begin	began	begun	beginning	1	प्रारम्भहोना
begrudge	begrudged	begrudged	begrudging	0	देनेमेंसंकोचकरना; असंतोष
beguile	beguiled	beguiled	beguiling	0	किसीकोखुशकरना; खुशीसेसमयबिताना; बेवकूफबनाना
behave	behaved	behaved	behaving	0	व्यवहारकरना
behead	beheaded	beheaded	beheading	0	सिरकाटना
behold	beheld	beheld	beholding	1	निहारना
behove	behoved	behoved	behoving	0	उपयुक्तहोना
belch	belched	belched	belching	0	डकारलेना
belie	belied	belied	belying	0	झूठाकरना
believe	believed	believed	believing	0	विश्वासकरना
belittle	belittled	belittled	belittling	0	छोटाकरना
bellow	bellowed	bellowed	bellowing	0	पीड़ाकेकारणरोना; गुस्सेसेचिल्लाना
belong	belonged	belonged	belonging	0	सदस्य होना
bemoan	bemoaned	bemoaned	bemoaning	0	दुखप्रकटकरना
bend	bent	bent	bending	1	मोडना[मुड़ना]
benefit	benefited	benefited	benefiting	0	भलाकरना
bequeath	bequeathed	bequeathed	bequeathing	0	वसीयत करना
berate	berated	berated	berating	0	डाँटना
bereave	bereft	bereft	bereaving	1	छीन लेना{वंचितकरना}
berth	berthed	berthed	berthing	0	जगह देना
beset	beset	beset	beseting	1	घेरलेना
besiege	besieged	besieged	besieging	0	घेरलेना; घेराडालना
bestow	bestowed	bestowed	bestowing	0	प्रदान करना
bet	bet	bet	betting	1	दाँव लगाना
betray	betrayed	betrayed	betraying	0	विश्वासघातकरना
better	bettered	bettered	bettering	0	बेहतरबनाना
beware	bewared	bewared	bewaring	0	सावधानहोना
bewilder	bewildered	bewildered	bewildering	0	हैरानकरना
bewitch	bewitched	bewitched	bewitching	0	जादूकरना
bicker	bickered	bickered	bickering	0	झगड़ाकरना
bid	bid	bid	bidding	1	बोलीबोलना
bind	bound	bound	binding	1	बाँध
bite	bit	bitten	biting	1	काटना
blame	blamed	blamed	blaming	0	दोषलगाना; अपराधीठहराना
blaspheme	blasphemed	blasphemed	blaspheming	0	ईश्वरनिन्दाकरना
blast	blasted	blasted	blasting	0	बारूदसेउड़ादेना
blaze	blazed	blazed	blazing	0	दहकउठना
bleach	bleached	bleached	bleaching	0	उजलाकरना; निखारना
bleed	bled	bled	bleeding	1	लहूनिकलना
blend	blended	blended	blending	0	मिलना
bless	blessed	blessed	blessing	1	आशीर्वाददेना
blight	blighted	blighted	blighting	0	कुम्हलाना; मुरझाना; पालामारना
blind	blinded	blinded	blinding	0	अन्धाकरना
blindfold	blindfolded	blindfolded	blindfolding	0	आँखबन्दकरदेना; भटकादेना
blink	blinked	blinked	blinking	0	आँखझपकाना
bloat	bloated	bloated	bloating	0	फूलना; सूजना
block	blocked	blocked	blocking	0	रोकना; बन्दकरना; बाधाडालना; ब्लाकबनाना{प्रिंटिंगका}; ब्लॉकबनाना
blockade	blockaded	blockaded	blockading	0	नाकाबंदीकरना
bloom	bloomed	bloomed	blooming	0	बहारपरआना
blossom	blossomed	blossomed	blossoming	0	फूलना; खिलना; समृद्धहोना; फलना
blot	blotted	blotted	blotting	0	छीलना; दागदारकरना; धब्बालगाना
blow	blew	blown	blowing	1	उड़ना
blow in	blew in	blown in	blowing in	1	अचानकआना
blow out	blew out	blown out	blowing out	1	बुझाना
blow over	blew over	blown over	blowing over	1	बिनाकिसीविशेषअसरसेघटजाना
blow up	blew up	blown up	blowing up	1	विस्फोट; क्रोधकरना; अचानकऔरजोरसेशुरूहो जाना
blubber	blubbered	blubbered	blubbering	0	रोना - बिलखना
bluff	bluffed	bluffed	bluffing	0	झाँसादेना; बेवकूफबनाना
blur	blurred	blurred	blurring	0	धुंधलाकरना
blurt	blurted	blurted	blurting	0	बिनासोचे-समझेबोलना
blush	blushed	blushed	blushing	0	शरमाना
bluster	blustered	blustered	blustering	0	धमकाना
board	boarded	boarded	boarding	0	चढ़ना
board at	boarded at	boarded at	boarding at	0	भोजन; शरणदेनायापाना
board up	boarded up	boarded up	boarding up	0	तख्तेलगाना
boast	boasted	boasted	boasting	0	डींगमारना; गौरव
boating	boatinged	boatinged	boatinging	0	नौका-विहारकरना
bob	bobbed	bobbed	bobbing	0	ऊपरनीचेकरना[होना]
bode	boded	boded	boding	0	भविष्यसूचितकरना
boggle	boggled	boggled	boggling	0	झिझकना
boil	boiled	boiled	boiling	0	उबलना
bolster	bolstered	bolstered	bolstering	0	सहारादेना
bolt	bolted	bolted	bolting	0	भागजाना; चटखनीलगाना; चौंकजाना
bomb	bombed	bombed	bombing	0	बमगिराना
bombard	bombarded	bombarded	bombarding	0	गोलाचलाना
bombast	bombasted	bombasted	bombasting	0	लम्बीचौड़ीबातचीतकरना
book	booked	booked	booking	0	बुककरना
boomerang	boomeranged	boomeranged	boomeranging	0	विपरीतआपड़ना
boost	boosted	boosted	boosting	0	बढ़ावादेना
boot	booted	booted	booting	0	लातमारना
bootleg	bootleged	bootleged	bootleging	0	अवैधतरीकेसेशराबबनानाऔरबेचना
booze	boozed	boozed	boozing	0	ज्यादाशराबपीना
bop	bopped	bopped	bopping	0	मुक्केयालाठीसेमारना
border	bordered	bordered	bordering	0	सेलगाहुआहोना; सीमाबनाना
bore	bored	bored	boring	0	छेदकरनायाभेदना
born	borned	borned	borning	0	जन्मलेना[होना]
borne	borned	borned	borning	0	जन्म दिया
borrow	borrowed	borrowed	borrowing	0	उधारलेना; उधारलियाहुआ
bosom	bosomed	bosomed	bosoming	0	मनमेंरखना
boss	bossed	bossed	bossing	0	प्रबन्धकरना; देखभालकरना
bother	bothered	bothered	bothering	0	तंगकरना
bottle	bottled	bottled	bottling	0	बोतलमेंबन्दकरना; बंधनमेंरखना
bounce	bounced	bounced	bouncing	0	उछलपड़ना; वापिसआना; मारना
bound	bounded	bounded	bounding	0	कुलाँचेमारना; उछलना
bow	bowed	bowed	bowing	0	झुकना
bowl	bowled	bowled	bowling	0	गेंदफेंकना
box	boxed	boxed	boxing	0	बक्सेमेंबन्दकरना; घूंसामारना
boycott	boycotted	boycotted	boycotting	0	बहिष्कारकरना
brace	braced	braced	bracing	0	दृढ़करना
bracket	bracketed	bracketed	bracketing	0	कोष्ठमेंबन्दकरना
brag	bragged	bragged	bragging	0	डींगहाँकना
braid	braided	braided	braiding	0	बटना; गूंथना
branch	branched	branched	branching	0	विभाजितहोना
brand	branded	branded	branding	0	चिह्नबनाना
brandish	brandished	brandished	brandishing	0	घुमाना; फिराना; भाँजना; लपलपाना
brave	braved	braved	braving	0	सामनाकरना; ललकारना
brawl	brawled	brawled	brawling	0	झगड़ना
bray	brayed	brayed	braying	0	रेंकना
breach	breached	breached	breaching	0	दरारकरना
break	broke	broken	breaking	1	भंगकरना; बलतोड़ना; कमकरना; फूटना; चलना; तोड़ना; फटना; फोड़ना
breathe	breathed	breathed	breathing	0	साँसलेना; चुपकेसेकहना
breed	bred	bred	breeding	1	पैदाकरना[करवाना]
brew	brewed	brewed	brewing	0	उमड़ना
bribe	bribed	bribed	bribing	0	रिश्वतदेना
bridge	bridged	bridged	bridging	0	पुलबाँधना; अंतरमिटाना
bridle	bridled	bridled	bridling	0	लगामदेना
brighten	brightened	brightened	brightening	0	चमकना
bring	brought	brought	bringing	1	लाना[लेजाना]
bristle	bristled	bristled	bristling	0	सीधाखड़ाहोना
broach	broached	broached	broaching	0	चर्चाकरना
broadcast	broadcast	broadcast	broadcasting	1	प्रसारितकरना
broaden	broadened	broadened	broadening	0	चौड़ाकरना
broil	broiled	broiled	broiling	0	सेंकना
brood	brooded	brooded	brooding	0	चिन्ताकरना; अंडसमूह
brook	brooked	brooked	brooking	0	सहना
browbeat	browbeated	browbeated	browbeating	0	धमकाना
browse	browsed	browsed	browsing	0	पृष्ठपलटाना; चरना
bruise	bruised	bruised	bruising	0	चोटलगना
brush	brushed	brushed	brushing	0	ब्रुशसेझाडनायासाफकरना
brush aside	brushed aside	brushed aside	brushing aside	0	एकओरधकेलदेना; अनदेखाकरना
brush away	brushed away	brushed away	brushing away	0	ब्रुशसेहटाना
brush up	brushed up	brushed up	brushing up	0	पुनःअभ्यासकरना
brutalize	brutalized	brutalized	brutalizing	0	नृशंस बनाना
bubble	bubbled	bubbled	bubbling	0	खदबदाना; बुलबुलेउठना
buckle	buckled	buckled	buckling	0	बकसुआलगाना; मुड़ना
bud	budded	budded	budding	0	कलीनिकालना; पल्लवितहोना
budge	budged	budged	budging	0	हिलना; हटना
buffet	buffeted	buffeted	buffeting	0	धक्कामुक्कीकरना
build	built	built	building	1	बनाना; निर्माणकरना; स्थापितकरना; बलदेना; बढ़ना
bulge	bulged	bulged	bulging	0	उभरना; निकलआना
bulk	bulked	bulked	bulking	0	दिखना
bully	bullied	bullied	bullying	0	धमकाना; झिड़कना
bunch	bunched	bunched	bunching	0	एकत्रहोना
